Product_ID,Category,Unit_Cost,Current_Stock,Daily_Demand_Est,Safety_Stock_Target,Vendor_Name,Lead_Time_Days,Reorder_Point,Stock_Status,Inventory_Value
SKU-X9078,Shipping,258.92,0.0,13.0,166,Hokkaido Foods,21,439.0,Out of Stock,0.0
SKU-C1328,Food,476.07,0.0,10.0,93,Hokkaido Foods,8,173.0,Out of Stock,0.0
SKU-Y8909,Apparel,218.51,4484.0,84.0,685,Tokyo Electronics,8,1357.0,Normal Stock,979798.84
SKU-Y5346,Apparel,254.1,0.0,13.0,95,Hokkaido Foods,29,472.0,Out of Stock,0.0
SKU-Z8869,Home,17.74,1289.0,22.0,252,Tokyo Electronics,18,648.0,Normal Stock,22866.859999999997
SKU-A9914,Shipping,188.66,1310.0,49.0,469,Fukuoka Logistics,11,1008.0,Normal Stock,247144.6
SKU-Z2584,Electronics,175.18,3177.0,70.0,692,Nagoya Parts,10,1392.0,Normal Stock,556546.86
SKU-X4860,Shipping,44.08,3153.0,92.0,666,Hokkaido Foods,19,2414.0,Normal Stock,138984.24
SKU-B3738,Home,100.4,355.0,6.0,59,Sapporo Steel,16,155.0,Normal Stock,35642.0
SKU-Z2097,Electronics,280.4,1176.0,71.0,659,Kyoto Crafts,17,1866.0,Low Stock,329750.39999999997
SKU-A7790,Home,285.46,4228.0,75.0,923,Fukuoka Logistics,6,1373.0,Normal Stock,1206924.88
SKU-X5327,Shipping,245.36,0.0,78.0,804,Nagoya Parts,15,1974.0,Out of Stock,0.0
SKU-C4892,Electronics,240.23,42.0,35.0,464,Nagoya Parts,29,1479.0,Low Stock,10089.66
SKU-B3201,Food,224.34,1050.0,42.0,373,Nagoya Parts,23,1339.0,Low Stock,235557.0
SKU-C1920,Office,260.67,968.0,40.0,478,Sapporo Steel,27,1558.0,Low Stock,252328.56000000003
SKU-A5087,Electronics,30.03,772.0,47.0,560,Kyoto Crafts,29,1923.0,Low Stock,23183.16
SKU-X8308,Home,239.92,696.0,71.0,670,Sapporo Steel,11,1451.0,Low Stock,166984.31999999998
SKU-Y4511,Industrial,254.08499999999998,3401.0,87.0,734,Fukuoka Logistics,19,2387.0,Normal Stock,864143.085
SKU-Y1138,Home,306.13,1702.0,40.0,479,Hokkaido Foods,11,919.0,Normal Stock,521033.26
SKU-Z9530,Industrial,201.59,839.0,14.0,98,Osaka Supplies,29,504.0,Normal Stock,169134.01
SKU-X2045,Food,322.09,1535.0,36.0,317,Hokkaido Foods,23,1145.0,Normal Stock,494408.14999999997
SKU-Y7620,Apparel,341.97,0.0,93.0,667,Hokkaido Foods,12,1783.0,Out of Stock,0.0
SKU-Y4111,Food,255.84,4144.0,88.0,945,Nagoya Parts,24,3057.0,Normal Stock,1060200.96
SKU-C2599,Shipping,371.75,4257.0,93.0,1177,Fukuoka Logistics,8,1921.0,Normal Stock,1582539.75
SKU-C7889,Industrial,188.98,3830.0,75.0,679,Hokkaido Foods,18,2029.0,Normal Stock,723793.3999999999
SKU-A7253,Office,209.49,240.0,20.0,159,Hokkaido Foods,16,479.0,Low Stock,50277.600000000006
SKU-B2324,Shipping,258.92,80.0,23.0,211,Hokkaido Foods,17,602.0,Low Stock,20713.600000000002
SKU-A3120,Office,260.67,1489.0,52.0,520,Kyoto Crafts,3,676.0,Normal Stock,388137.63
SKU-B1293,Apparel,315.21,1683.0,32.0,274,Tokyo Electronics,12,658.0,Normal Stock,530498.4299999999
SKU-C5764,Shipping,262.54,3622.0,68.0,636,Nagoya Parts,7,1112.0,Normal Stock,950919.8800000001
SKU-X1313,Home,364.95,0.0,17.0,144,Fukuoka Logistics,19,467.0,Out of Stock,0.0
SKU-C9761,Office,298.99,274.0,7.0,81,Tokyo Electronics,3,102.0,Normal Stock,81923.26000000001
SKU-B1152,Food,332.52,3176.0,85.0,904,Kyoto Crafts,25,3029.0,Normal Stock,1056083.52
SKU-A2741,Shipping,258.92,3138.0,100.0,884,Fukuoka Logistics,9,1784.0,Normal Stock,812490.9600000001
SKU-Z8875,Food,6.36,569.0,86.0,655,Fukuoka Logistics,21,2461.0,Low Stock,3618.84
SKU-A5192,Apparel,231.09,114.0,38.0,336,Fukuoka Logistics,29,1438.0,Low Stock,26344.260000000002
SKU-Z2898,Electronics,380.31,49.0,6.0,42,Sapporo Steel,23,180.0,Low Stock,18635.19
SKU-A7105,Industrial,95.52,1424.0,52.0,509,Hokkaido Foods,29,2017.0,Low Stock,136020.47999999998
SKU-A3171,Apparel,254.1,1148.0,21.0,162,Nagoya Parts,18,540.0,Normal Stock,291706.8
SKU-A3140,Shipping,60.9,201.0,53.0,534,Kyoto Crafts,23,1753.0,Low Stock,12240.9
SKU-Y4669,Apparel,172.46,2485.0,67.0,791,Sapporo Steel,16,1863.0,Normal Stock,428563.10000000003
SKU-Y1894,Electronics,467.51,3322.0,65.0,841,Nagoya Parts,30,2791.0,Normal Stock,1553068.22
SKU-Y4648,Office,192.43,826.0,31.0,234,Nagoya Parts,21,885.0,Low Stock,158947.18
SKU-Z1291,Electronics,209.11,3567.0,72.0,780,Kyoto Crafts,28,2796.0,Normal Stock,745895.37
SKU-Z8474,Food,413.53,577.0,29.0,374,Hokkaido Foods,27,1157.0,Low Stock,238606.81
SKU-Z4633,Electronics,180.79,1436.0,82.0,1127,Hokkaido Foods,19,2685.0,Low Stock,259614.44
SKU-Z7704,Electronics,307.37,1278.0,25.0,196,Hokkaido Foods,9,421.0,Normal Stock,392818.86
SKU-Z3018,Industrial,231.41,613.0,76.0,1040,Kyoto Crafts,18,2408.0,Low Stock,141854.33
SKU-B3845,Apparel,68.55,1818.0,50.0,580,Sapporo Steel,13,1230.0,Normal Stock,124623.9
SKU-C7518,Food,229.16,650.0,18.0,143,Hokkaido Foods,26,611.0,Normal Stock,148954.0
SKU-Y4560,Home,313.96,2100.0,38.0,448,Fukuoka Logistics,7,714.0,Normal Stock,659316.0
SKU-C2890,Industrial,283.33,3002.0,75.0,824,Hokkaido Foods,16,2024.0,Normal Stock,850556.6599999999
SKU-A9564,Electronics,193.53,83.0,7.0,81,Tokyo Electronics,27,270.0,Low Stock,16062.99
SKU-C4342,Industrial,20.99,3020.0,58.0,447,Osaka Supplies,26,1955.0,Normal Stock,63389.799999999996
SKU-Z5712,Apparel,254.1,2812.0,49.0,475,Nagoya Parts,24,1651.0,Normal Stock,714529.2
SKU-X4695,Apparel,254.1,1574.0,48.0,589,Nagoya Parts,22,1645.0,Low Stock,399953.39999999997
SKU-A4063,Home,259.35,820.0,49.0,356,Nagoya Parts,11,895.0,Low Stock,212667.00000000003
SKU-B1654,Home,300.46,0.0,100.0,1352,Hokkaido Foods,24,3752.0,Out of Stock,0.0
SKU-Y4603,Home,38.75,2118.0,65.0,527,Osaka Supplies,15,1502.0,Normal Stock,82072.5
SKU-Y9691,Shipping,412.73,3371.0,,593,Osaka Supplies,17,,Normal Stock,1391312.83
SKU-C7248,Industrial,196.01,103.0,,844,Tokyo Electronics,19,,Normal Stock,20189.03
SKU-Z4154,Food,255.84,745.0,13.0,106,Osaka Supplies,20,366.0,Normal Stock,190600.8
SKU-Z7950,Industrial,106.76,4003.0,90.0,1183,Tokyo Electronics,16,2623.0,Normal Stock,427360.28
SKU-C1620,Electronics,31.86,1138.0,33.0,359,Tokyo Electronics,10,689.0,Normal Stock,36256.68
SKU-X2938,Office,322.5,3580.0,80.0,595,Tokyo Electronics,4,915.0,Normal Stock,1154550.0
SKU-C2417,Food,463.71,1942.0,49.0,478,Sapporo Steel,18,1360.0,Normal Stock,900524.82
SKU-C3360,Food,444.05,0.0,94.0,1084,Nagoya Parts,3,1366.0,Out of Stock,0.0
SKU-Y9970,Electronics,108.98,1959.0,95.0,1265,Hokkaido Foods,16,2785.0,Low Stock,213491.82
SKU-C4183,Electronics,337.13,0.0,73.0,946,Fukuoka Logistics,20,2406.0,Out of Stock,0.0
SKU-Z8982,Food,68.47,1437.0,84.0,725,Hokkaido Foods,5,1145.0,Normal Stock,98391.39
SKU-Y3496,Office,185.42,414.0,41.0,562,Osaka Supplies,13,1095.0,Low Stock,76763.87999999999
SKU-B6432,Shipping,225.45,3310.0,100.0,913,Kyoto Crafts,8,1713.0,Normal Stock,746239.5
SKU-B5312,Apparel,42.85,509.0,10.0,132,Nagoya Parts,23,362.0,Normal Stock,21810.65
SKU-Y9842,Shipping,388.72,2513.0,47.0,458,Nagoya Parts,21,1445.0,Normal Stock,976853.3600000001
SKU-Y1173,Apparel,424.75,3589.0,79.0,931,Fukuoka Logistics,7,1484.0,Normal Stock,1524427.75
SKU-Z8921,Food,113.32,999.0,63.0,543,Tokyo Electronics,10,1173.0,Low Stock,113206.68
SKU-A1653,Apparel,254.1,1099.0,67.0,766,Hokkaido Foods,26,2508.0,Low Stock,279255.89999999997
SKU-Z2275,Office,191.28,0.0,29.0,307,Hokkaido Foods,30,1177.0,Out of Stock,0.0
SKU-X3713,Home,259.7,403.0,36.0,305,Tokyo Electronics,14,809.0,Low Stock,104659.09999999999
SKU-A8889,Apparel,242.12,3800.0,76.0,617,Kyoto Crafts,3,845.0,Normal Stock,920056.0
SKU-Y3406,Electronics,132.84,583.0,24.0,254,Fukuoka Logistics,21,758.0,Low Stock,77445.72
SKU-B8359,Office,260.67,542.0,22.0,187,Kyoto Crafts,7,341.0,Normal Stock,141283.14
SKU-Z6614,Shipping,297.35,237.0,30.0,289,Osaka Supplies,3,379.0,Low Stock,70471.95000000001
SKU-A3906,Shipping,301.91,0.0,69.0,726,Osaka Supplies,18,1968.0,Out of Stock,0.0
SKU-Z8069,Office,188.34,154.0,6.0,71,Kyoto Crafts,28,239.0,Low Stock,29004.36
SKU-Z2600,Shipping,130.99,0.0,99.0,854,Fukuoka Logistics,12,2042.0,Out of Stock,0.0
SKU-A9561,Electronics,8.56,4053.0,84.0,708,Osaka Supplies,16,2052.0,Normal Stock,34693.68
SKU-X6990,Office,495.94,1264.0,51.0,626,Hokkaido Foods,28,2054.0,Low Stock,626868.16
SKU-Y6641,Industrial,202.07,712.0,18.0,233,Nagoya Parts,26,701.0,Normal Stock,143873.84
SKU-C1852,Home,482.46,49.0,1.0,12,Kyoto Crafts,18,30.0,Normal Stock,23640.539999999997
SKU-A7296,Shipping,329.81,1326.0,37.0,443,Osaka Supplies,27,1442.0,Low Stock,437328.06
SKU-Y5685,Home,393.06,917.0,66.0,700,Tokyo Electronics,8,1228.0,Low Stock,360436.02
SKU-C7544,Food,200.6,70.0,76.0,638,Nagoya Parts,25,2538.0,Low Stock,14042.0
SKU-C4707,Office,230.11,814.0,52.0,573,Fukuoka Logistics,16,1405.0,Low Stock,187309.54
SKU-Y5222,Office,397.73,1912.0,33.0,391,Sapporo Steel,21,1084.0,Normal Stock,760459.76
SKU-Y1448,Shipping,132.62,2922.0,49.0,560,Tokyo Electronics,24,1736.0,Normal Stock,387515.64
SKU-Z5314,Home,51.04,1785.0,87.0,1065,Hokkaido Foods,20,2805.0,Low Stock,91106.4
SKU-Z4115,Shipping,103.83,1512.0,95.0,825,Nagoya Parts,10,1775.0,Low Stock,156990.96
SKU-A9071,Office,383.3,3561.0,70.0,959,Tokyo Electronics,14,1939.0,Normal Stock,1364931.3
SKU-X3996,Industrial,143.73,223.0,29.0,355,Osaka Supplies,19,906.0,Low Stock,32051.789999999997
SKU-Z3863,Shipping,350.63,29.0,59.0,543,Tokyo Electronics,24,1959.0,Low Stock,10168.27
SKU-Y5306,Home,238.32,871.0,79.0,742,Hokkaido Foods,16,2006.0,Low Stock,207576.72
SKU-B3148,Office,118.14,627.0,13.0,156,Nagoya Parts,20,416.0,Normal Stock,74073.78
SKU-A3893,Shipping,71.56,0.0,81.0,860,Kyoto Crafts,28,3128.0,Out of Stock,0.0
SKU-B1983,Home,130.87,3618.0,,621,Sapporo Steel,11,,Normal Stock,473487.66000000003
SKU-A6752,Industrial,481.74,1013.0,26.0,286,Nagoya Parts,20,806.0,Normal Stock,488002.62
SKU-Z8322,Electronics,308.76,521.0,60.0,685,Kyoto Crafts,8,1165.0,Low Stock,160863.96
SKU-A2296,Home,117.97,1747.0,41.0,474,Hokkaido Foods,22,1376.0,Normal Stock,206093.59
SKU-Y9535,Shipping,87.82,42.0,3.0,23,Kyoto Crafts,11,56.0,Low Stock,3688.4399999999996
SKU-A8752,Office,18.05,3047.0,51.0,544,Tokyo Electronics,6,850.0,Normal Stock,54998.35
SKU-B5655,Shipping,67.57,116.0,68.0,875,Nagoya Parts,24,2507.0,Low Stock,7838.119999999999
SKU-C9987,Shipping,484.92,3190.0,90.0,969,Fukuoka Logistics,17,2499.0,Normal Stock,1546894.8
SKU-C6688,Shipping,117.43,263.0,12.0,121,Osaka Supplies,11,253.0,Normal Stock,30884.09
SKU-C8687,Office,345.45,1803.0,63.0,858,Tokyo Electronics,3,1047.0,Normal Stock,622846.35
SKU-B7745,Office,200.4,813.0,21.0,252,Kyoto Crafts,29,861.0,Low Stock,162925.2
SKU-Y5454,Food,372.75,1792.0,35.0,346,Nagoya Parts,8,626.0,Normal Stock,667968.0
SKU-X4076,Food,80.31,4025.0,69.0,493,Tokyo Electronics,12,1321.0,Normal Stock,323247.75
SKU-X4558,Food,159.23,1780.0,64.0,895,Kyoto Crafts,28,2687.0,Low Stock,283429.39999999997
SKU-Y8702,Home,448.37,1639.0,33.0,419,Fukuoka Logistics,6,617.0,Normal Stock,734878.43
SKU-A4263,Shipping,386.64,837.0,,781,Nagoya Parts,15,,Normal Stock,323617.68
SKU-Y9534,Electronics,243.21,2076.0,,327,Hokkaido Foods,30,,Normal Stock,504903.96
SKU-C2960,Shipping,125.33,248.0,6.0,66,Sapporo Steel,25,216.0,Normal Stock,31081.84
SKU-Y6544,Industrial,34.73,1935.0,46.0,529,Nagoya Parts,28,1817.0,Normal Stock,67202.54999999999
SKU-C8187,Apparel,15.57,396.0,49.0,465,Fukuoka Logistics,4,661.0,Low Stock,6165.72
SKU-B9906,Food,255.84,1293.0,36.0,470,Hokkaido Foods,30,1550.0,Low Stock,330801.12
SKU-C8439,Electronics,320.82,2595.0,49.0,594,Sapporo Steel,22,1672.0,Normal Stock,832527.9
SKU-Y7348,Home,343.2,3641.0,,1075,Osaka Supplies,13,,Normal Stock,1249591.2
SKU-B3926,Industrial,105.03,120.0,63.0,525,Tokyo Electronics,23,1974.0,Low Stock,12603.6
SKU-C4616,Office,40.08,1504.0,27.0,312,Nagoya Parts,29,1095.0,Normal Stock,60280.32
SKU-C1955,Industrial,136.58,300.0,6.0,72,Osaka Supplies,5,102.0,Normal Stock,40974.00000000001
SKU-B4164,Office,128.14,2713.0,81.0,1104,Nagoya Parts,20,2724.0,Low Stock,347643.81999999995
SKU-Z7997,Electronics,397.27,1437.0,71.0,696,Fukuoka Logistics,8,1264.0,Normal Stock,570876.99
SKU-C7090,Shipping,318.45,1343.0,93.0,861,Sapporo Steel,20,2721.0,Low Stock,427678.35
SKU-X7505,Electronics,22.16,1149.0,37.0,413,Nagoya Parts,12,857.0,Normal Stock,25461.84
SKU-C9376,Office,463.33,552.0,20.0,153,Osaka Supplies,7,293.0,Normal Stock,255758.16
SKU-A7550,Office,368.46,2692.0,93.0,862,Fukuoka Logistics,18,2536.0,Normal Stock,991894.32
SKU-C1612,Apparel,290.26,608.0,11.0,137,Sapporo Steel,13,280.0,Normal Stock,176478.08
SKU-B1187,Apparel,317.94,17.0,7.0,63,Sapporo Steel,20,203.0,Low Stock,5404.98
SKU-X8300,Industrial,289.75,208.0,12.0,102,Osaka Supplies,15,282.0,Low Stock,60268.0
SKU-C2393,Shipping,220.07,728.0,90.0,712,Osaka Supplies,20,2512.0,Low Stock,160210.96
SKU-Y5034,Home,136.8,3105.0,56.0,518,Tokyo Electronics,5,798.0,Normal Stock,424764.00000000006
SKU-Z1396,Industrial,88.78,2673.0,45.0,509,Hokkaido Foods,17,1274.0,Normal Stock,237308.94
SKU-B2405,Electronics,32.0,4170.0,80.0,1078,Nagoya Parts,29,3398.0,Normal Stock,133440.0
SKU-C4424,Apparel,109.88,1086.0,70.0,746,Osaka Supplies,18,2006.0,Low Stock,119329.68
SKU-Z9631,Electronics,89.31,1546.0,37.0,310,Hokkaido Foods,11,717.0,Normal Stock,138073.26
SKU-Z6901,Industrial,14.44,4938.0,84.0,815,Tokyo Electronics,19,2411.0,Normal Stock,71304.72
SKU-B4258,Office,282.54,0.0,92.0,657,Kyoto Crafts,19,2405.0,Out of Stock,0.0
SKU-C5953,Home,141.56,421.0,8.0,91,Osaka Supplies,29,323.0,Normal Stock,59596.76
SKU-X3248,Electronics,194.19,3265.0,87.0,981,Nagoya Parts,10,1851.0,Normal Stock,634030.35
SKU-X9883,Home,327.97,3600.0,75.0,809,Fukuoka Logistics,30,3059.0,Normal Stock,1180692.0
SKU-B3589,Food,280.88,1772.0,93.0,728,Tokyo Electronics,7,1379.0,Normal Stock,497719.36
SKU-X5485,Home,98.03,777.0,17.0,140,Sapporo Steel,22,514.0,Normal Stock,76169.31
SKU-A6886,Electronics,391.01,653.0,18.0,189,Nagoya Parts,25,639.0,Normal Stock,255329.53
SKU-B1528,Shipping,484.56,467.0,35.0,477,Sapporo Steel,24,1317.0,Low Stock,226289.52
SKU-Y9027,Apparel,434.05,1490.0,32.0,319,Hokkaido Foods,22,1023.0,Normal Stock,646734.5
SKU-Y9784,Office,438.51,135.0,5.0,53,Nagoya Parts,29,198.0,Low Stock,59198.85
SKU-A7347,Office,260.67,184.0,7.0,58,Sapporo Steel,12,142.0,Normal Stock,47963.280000000006
SKU-Z9470,Home,415.8,1742.0,58.0,442,Kyoto Crafts,8,906.0,Normal Stock,724323.6
SKU-X1408,Home,297.21,4871.0,92.0,1220,Kyoto Crafts,5,1680.0,Normal Stock,1447709.91
SKU-A2494,Electronics,227.45,1994.0,47.0,357,Nagoya Parts,26,1579.0,Normal Stock,453535.3
SKU-B6491,Office,331.47,173.0,20.0,162,Sapporo Steel,27,702.0,Low Stock,57344.310000000005
SKU-Z3960,Electronics,480.41,15.0,1.0,11,Fukuoka Logistics,17,28.0,Low Stock,7206.150000000001
SKU-B8794,Shipping,223.73,1130.0,77.0,862,Kyoto Crafts,20,2402.0,Low Stock,252814.9
SKU-A6718,Electronics,427.65,3112.0,86.0,950,Fukuoka Logistics,13,2068.0,Normal Stock,1330846.7999999998
SKU-Y3906,Shipping,291.59,89.0,5.0,38,Nagoya Parts,14,108.0,Low Stock,25951.51
SKU-X3204,Electronics,430.41,1353.0,43.0,459,Nagoya Parts,25,1534.0,Low Stock,582344.73
SKU-A8924,Apparel,304.37,3324.0,91.0,819,Nagoya Parts,13,2002.0,Normal Stock,1011725.88
SKU-X9514,Apparel,254.1,335.0,24.0,316,Nagoya Parts,12,604.0,Low Stock,85123.5
SKU-B7793,Shipping,170.23,917.0,72.0,910,Tokyo Electronics,23,2566.0,Low Stock,156100.91
SKU-C1100,Electronics,169.98,1884.0,51.0,615,Nagoya Parts,3,768.0,Normal Stock,320242.32
SKU-X1582,Apparel,243.34,0.0,81.0,828,Fukuoka Logistics,13,1881.0,Out of Stock,0.0
SKU-Y6169,Office,14.27,0.0,74.0,873,Osaka Supplies,28,2945.0,Out of Stock,0.0
SKU-Z9753,Industrial,287.64,0.0,50.0,415,Fukuoka Logistics,28,1815.0,Out of Stock,0.0
SKU-X4893,Food,255.84,0.0,39.0,332,Kyoto Crafts,6,566.0,Out of Stock,0.0
SKU-X9192,Home,173.36,1947.0,62.0,751,Fukuoka Logistics,27,2425.0,Low Stock,337531.92000000004
SKU-B4361,Apparel,232.39,0.0,92.0,1200,Tokyo Electronics,12,2304.0,Out of Stock,0.0
SKU-A2689,Office,260.67,1820.0,40.0,286,Sapporo Steel,23,1206.0,Normal Stock,474419.4
SKU-X2927,Food,82.96,560.0,15.0,106,Fukuoka Logistics,19,391.0,Normal Stock,46457.6
SKU-C5011,Home,159.13,0.0,44.0,474,Tokyo Electronics,3,606.0,Out of Stock,0.0
SKU-B8304,Office,159.66,0.0,26.0,311,Hokkaido Foods,20,831.0,Out of Stock,0.0
SKU-Z8672,Electronics,158.64,2317.0,83.0,993,Kyoto Crafts,10,1823.0,Normal Stock,367568.87999999995
SKU-B6412,Industrial,254.08499999999998,231.0,59.0,614,Sapporo Steel,6,968.0,Low Stock,58693.634999999995
SKU-B9322,Electronics,409.69,545.0,14.0,129,Kyoto Crafts,28,521.0,Normal Stock,223281.05
SKU-B8903,Shipping,173.65,4188.0,89.0,991,Tokyo Electronics,16,2415.0,Normal Stock,727246.2000000001
SKU-Z8972,Electronics,300.06,2071.0,42.0,457,Osaka Supplies,8,793.0,Normal Stock,621424.26
SKU-X6364,Shipping,258.92,100.0,12.0,102,Nagoya Parts,21,354.0,Low Stock,25892.0
SKU-Y5775,Shipping,291.08,1368.0,26.0,219,Osaka Supplies,12,531.0,Normal Stock,398197.44
SKU-C2462,Office,260.67,505.0,66.0,648,Tokyo Electronics,12,1440.0,Low Stock,131638.35
SKU-A5623,Industrial,121.44,3376.0,90.0,1001,Tokyo Electronics,25,3251.0,Normal Stock,409981.44
SKU-B7301,Industrial,254.08499999999998,1047.0,20.0,180,Hokkaido Foods,7,320.0,Normal Stock,266026.995
SKU-X3224,Electronics,260.41,2895.0,54.0,703,Fukuoka Logistics,25,2053.0,Normal Stock,753886.9500000001
SKU-X7303,Food,96.97,2331.0,78.0,550,Fukuoka Logistics,26,2578.0,Low Stock,226037.07
SKU-A8917,Apparel,61.02,297.0,62.0,851,Hokkaido Foods,26,2463.0,Low Stock,18122.940000000002
SKU-A9574,Office,126.39,4667.0,81.0,987,Tokyo Electronics,5,1392.0,Normal Stock,589862.13
SKU-Y1176,Shipping,258.77,0.0,61.0,672,Kyoto Crafts,14,1526.0,Out of Stock,0.0
SKU-Z5981,Apparel,284.03,277.0,8.0,91,Sapporo Steel,21,259.0,Normal Stock,78676.31
SKU-Y2259,Industrial,142.54,280.0,17.0,192,Sapporo Steel,11,379.0,Low Stock,39911.2
SKU-B5280,Industrial,121.92,1241.0,24.0,302,Nagoya Parts,13,614.0,Normal Stock,151302.72
SKU-X7277,Home,222.89,2842.0,82.0,670,Nagoya Parts,29,3048.0,Low Stock,633453.38
SKU-X8802,Food,374.34,1359.0,,1305,Kyoto Crafts,24,,Normal Stock,508728.05999999994
SKU-X7258,Apparel,481.07,514.0,88.0,1204,Hokkaido Foods,20,2964.0,Low Stock,247269.98
SKU-C5429,Food,53.65,2323.0,84.0,931,Sapporo Steel,24,2947.0,Low Stock,124628.95
SKU-Z3947,Food,10.24,1.0,2.0,25,Osaka Supplies,6,37.0,Low Stock,10.24
SKU-A1388,Office,33.16,3859.0,77.0,892,Tokyo Electronics,22,2586.0,Normal Stock,127964.43999999999
SKU-Z4027,Electronics,96.21,2134.0,38.0,390,Nagoya Parts,23,1264.0,Normal Stock,205312.13999999998
SKU-C5216,Home,249.22,0.0,100.0,743,Sapporo Steel,4,1143.0,Out of Stock,0.0
SKU-B7432,Home,248.57,491.0,19.0,204,Nagoya Parts,22,622.0,Low Stock,122047.87
SKU-Y5105,Industrial,14.29,2458.0,64.0,514,Kyoto Crafts,4,770.0,Normal Stock,35124.82
SKU-Y9039,Shipping,204.94,4429.0,94.0,1171,Kyoto Crafts,20,3051.0,Normal Stock,907679.26
SKU-Y6880,Food,154.9,460.0,8.0,91,Nagoya Parts,5,131.0,Normal Stock,71254.0
SKU-C4327,Home,24.47,0.0,50.0,581,Osaka Supplies,15,1331.0,Out of Stock,0.0
SKU-Z4104,Home,100.58,1330.0,93.0,1299,Tokyo Electronics,15,2694.0,Low Stock,133771.4
SKU-A1606,Food,172.17,659.0,93.0,678,Tokyo Electronics,28,3282.0,Low Stock,113460.03
SKU-Z4817,Electronics,260.41,0.0,63.0,729,Tokyo Electronics,22,2115.0,Out of Stock,0.0
SKU-A8474,Office,418.5,57.0,9.0,114,Fukuoka Logistics,18,276.0,Low Stock,23854.5
SKU-Z7586,Food,255.84,0.0,74.0,800,Tokyo Electronics,28,2872.0,Out of Stock,0.0
SKU-X3753,Apparel,278.94,0.0,57.0,496,Hokkaido Foods,7,895.0,Out of Stock,0.0
SKU-A1118,Home,354.84,1897.0,76.0,1003,Tokyo Electronics,28,3131.0,Low Stock,673131.48
SKU-X7750,Home,307.22,215.0,,55,Fukuoka Logistics,22,,Normal Stock,66052.3
SKU-B4144,Electronics,488.51,3653.0,80.0,762,Osaka Supplies,20,2362.0,Normal Stock,1784527.03
SKU-A3444,Apparel,484.44,584.0,61.0,639,Sapporo Steel,4,883.0,Low Stock,282912.96
SKU-X1709,Electronics,30.97,3251.0,69.0,567,Nagoya Parts,18,1809.0,Normal Stock,100683.47
SKU-X4256,Apparel,254.1,587.0,30.0,373,Nagoya Parts,6,553.0,Normal Stock,149156.69999999998
SKU-Y8936,Electronics,76.75,1835.0,79.0,804,Kyoto Crafts,7,1357.0,Normal Stock,140836.25
SKU-A1977,Food,255.84,616.0,60.0,612,Fukuoka Logistics,13,1392.0,Low Stock,157597.44
SKU-B4763,Electronics,429.2,818.0,63.0,821,Kyoto Crafts,18,1955.0,Low Stock,351085.6
SKU-C8114,Office,446.45,4166.0,76.0,1035,Fukuoka Logistics,3,1263.0,Normal Stock,1859910.7
SKU-X9701,Shipping,405.81,2443.0,90.0,1147,Kyoto Crafts,10,2047.0,Normal Stock,991393.83
SKU-B2486,Electronics,336.17,1080.0,21.0,250,Kyoto Crafts,26,796.0,Normal Stock,363063.60000000003
SKU-B7068,Apparel,353.43,4.0,1.0,13,Kyoto Crafts,25,38.0,Low Stock,1413.72
SKU-Y4393,Industrial,45.07,141.0,,522,Nagoya Parts,24,,Normal Stock,6354.87
SKU-C3871,Apparel,353.91,884.0,72.0,861,Osaka Supplies,13,1797.0,Low Stock,312856.44
SKU-Z4437,Industrial,381.64,673.0,42.0,397,Nagoya Parts,24,1405.0,Low Stock,256843.72
SKU-A8703,Apparel,340.76,1871.0,69.0,917,Osaka Supplies,14,1883.0,Low Stock,637561.96
SKU-X2430,Electronics,449.48,170.0,37.0,507,Kyoto Crafts,8,803.0,Low Stock,76411.6
SKU-Z1371,Food,484.94,0.0,70.0,946,Kyoto Crafts,16,2066.0,Out of Stock,0.0
SKU-B9513,Apparel,208.79,2077.0,44.0,509,Hokkaido Foods,18,1301.0,Normal Stock,433656.82999999996
SKU-B6021,Home,249.22,1071.0,62.0,595,Sapporo Steel,30,2455.0,Low Stock,266914.62
SKU-C3986,Home,355.52,832.0,86.0,1080,Sapporo Steel,6,1596.0,Low Stock,295792.64
SKU-A6192,Food,189.59,2241.0,70.0,967,Fukuoka Logistics,6,1387.0,Normal Stock,424871.19
SKU-C3556,Electronics,275.34,2751.0,65.0,605,Nagoya Parts,18,1775.0,Normal Stock,757460.34
SKU-Y8243,Food,60.6,518.0,62.0,824,Nagoya Parts,20,2064.0,Low Stock,31390.8
SKU-C1901,Office,101.6,3817.0,68.0,581,Nagoya Parts,11,1329.0,Normal Stock,387807.19999999995
SKU-Y7462,Home,162.29,262.0,78.0,825,Kyoto Crafts,24,2697.0,Low Stock,42519.979999999996
SKU-C6651,Food,488.87,3144.0,72.0,548,Hokkaido Foods,17,1772.0,Normal Stock,1537007.28
SKU-X7786,Home,295.65,218.0,12.0,96,Sapporo Steel,30,456.0,Low Stock,64451.7
SKU-A7708,Apparel,210.18,2453.0,72.0,736,Hokkaido Foods,7,1240.0,Normal Stock,515571.54000000004
SKU-C5979,Shipping,371.23,4.0,29.0,208,Osaka Supplies,11,527.0,Low Stock,1484.92
SKU-C7834,Home,453.86,594.0,83.0,723,Kyoto Crafts,11,1636.0,Low Stock,269592.84
SKU-X5225,Apparel,254.1,0.0,89.0,1132,Nagoya Parts,26,3446.0,Out of Stock,0.0
